"X","Individual","Mode","Choice","Airport","DistSYR","DistALB","DistNYC","DistEWR","SafteyPersonal","SafteyTrainBus","SafteyCarpool","SafteyTaxi","SafteySharedTaxi","SafteyCS","SafteySCS","PrivacyPersonal","PrivacyTrainBus","PrivacyCarpool","PrivacyTaxi","PrivacySharedTaxi","PrivacyCS","PrivacySCS","ConviniencePersonal","ConvinienceTrainBus","ConvinienceCarpool","ConvinienceTaxi","ConvinienceSharedTaxi","ConvinienceCS","ConvinienceSCS","TimePersonal","TimeTrainBus","TimeCarpool","TimeTaxi","TimeSharedTaxi","TimeCS","TimeSCS","flightsYear","daysBreturn","luggage","ownVehicle","incomeB","familySize","ageB","shuttleMaxPersonsB","payUticaSYR","payUticaALB","CostPersonal","CostTrainBus","CostCarpool","CostTaxi","CostSharedTaxi","CostCS","CostSCS","Choice.1","Airport.1"
209,53,"Carpool",0,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",NA,NA
210,53,"Personal",1,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",NA,NA
211,53,"TrainBus",0,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",NA,NA
212,53,"Taxi",0,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",NA,NA
213,54,"Carpool",0,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",NA,NA
214,54,"Personal",1,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",NA,NA
215,54,"TrainBus",0,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",NA,NA
216,54,"Taxi",0,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",NA,NA
217,55,"Carpool",0,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",NA,NA
218,55,"Personal",0,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",NA,NA
219,55,"TrainBus",0,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",NA,NA
220,55,"Taxi",1,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",NA,NA
221,56,"Carpool",1,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",NA,NA
222,56,"Personal",0,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",NA,NA
223,56,"TrainBus",0,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",NA,NA
224,56,"Taxi",0,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",NA,NA
225,57,"Carpool",1,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",NA,NA
226,57,"Personal",0,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",NA,NA
227,57,"TrainBus",0,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",NA,NA
228,57,"Taxi",0,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",NA,NA
229,58,"Carpool",0,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",NA,NA
230,58,"Personal",0,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",NA,NA
231,58,"TrainBus",0,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",NA,NA
232,58,"Taxi",1,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",NA,NA
233,59,"Carpool",1,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",NA,NA
234,59,"Personal",0,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",NA,NA
235,59,"TrainBus",0,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",NA,NA
236,59,"Taxi",0,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",NA,NA
237,60,"Carpool",1,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",NA,NA
238,60,"Personal",0,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",NA,NA
239,60,"TrainBus",0,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",NA,NA
240,60,"Taxi",0,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",NA,NA
241,61,"Carpool",0,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",NA,NA
242,61,"Personal",1,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",NA,NA
243,61,"TrainBus",0,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",NA,NA
244,61,"Taxi",0,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",NA,NA
245,62,"Carpool",0,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",NA,NA
246,62,"Personal",0,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",NA,NA
247,62,"TrainBus",0,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",NA,NA
248,62,"Taxi",1,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",NA,NA
249,63,"Carpool",0,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",NA,NA
250,63,"Personal",0,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",NA,NA
251,63,"TrainBus",0,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",NA,NA
252,63,"Taxi",1,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",NA,NA
253,64,"Carpool",0,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",NA,NA
254,64,"Personal",1,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",NA,NA
255,64,"TrainBus",0,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",NA,NA
256,64,"Taxi",0,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",NA,NA
257,65,"Carpool",0,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",NA,NA
258,65,"Personal",1,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",NA,NA
259,65,"TrainBus",0,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",NA,NA
260,65,"Taxi",0,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",NA,NA
261,66,"Carpool",0,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",NA,NA
262,66,"Personal",0,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",NA,NA
263,66,"TrainBus",1,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",NA,NA
264,66,"Taxi",0,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",NA,NA
265,67,"Carpool",0,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",NA,NA
266,67,"Personal",1,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",NA,NA
267,67,"TrainBus",0,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",NA,NA
268,67,"Taxi",0,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",NA,NA
269,68,"Carpool",0,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",NA,NA
270,68,"Personal",0,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",NA,NA
271,68,"TrainBus",0,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",NA,NA
272,68,"Taxi",1,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",NA,NA
273,69,"Carpool",0,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",NA,NA
274,69,"Personal",1,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",NA,NA
275,69,"TrainBus",0,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",NA,NA
276,69,"Taxi",0,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",NA,NA
277,70,"Carpool",1,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",NA,NA
278,70,"Personal",0,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",NA,NA
279,70,"TrainBus",0,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",NA,NA
280,70,"Taxi",0,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",NA,NA
281,71,"Carpool",0,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",NA,NA
282,71,"Personal",1,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",NA,NA
283,71,"TrainBus",0,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",NA,NA
284,71,"Taxi",0,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",NA,NA
285,72,"Carpool",0,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",NA,NA
286,72,"Personal",0,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",NA,NA
287,72,"TrainBus",0,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",NA,NA
288,72,"Taxi",1,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",NA,NA
289,73,"Carpool",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
290,73,"Personal",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
291,73,"TrainBus",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
292,73,"Taxi",1,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
293,74,"Carpool",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
294,74,"Personal",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
295,74,"TrainBus",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
296,74,"Taxi",1,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",NA,NA
