"Individual","Mode","Choice","Airport","DistSYR","DistALB","DistNYC","DistEWR","SafteyPersonal","SafteyTrainBus","SafteyCarpool","SafteyTaxi","SafteySharedTaxi","SafteyCS","SafteySCS","PrivacyPersonal","PrivacyTrainBus","PrivacyCarpool","PrivacyTaxi","PrivacySharedTaxi","PrivacyCS","PrivacySCS","ConviniencePersonal","ConvinienceTrainBus","ConvinienceCarpool","ConvinienceTaxi","ConvinienceSharedTaxi","ConvinienceCS","ConvinienceSCS","TimePersonal","TimeTrainBus","TimeCarpool","TimeTaxi","TimeSharedTaxi","TimeCS","TimeSCS","flightsYear","daysBreturn","luggage","ownVehicle","incomeB","familySize","ageB","shuttleMaxPersonsB","payUticaSYR","payUticaALB","CostPersonal","CostTrainBus","CostCarpool","CostTaxi","CostSharedTaxi","CostCS","CostSCS","random","Saftey","Privacy","Convinience","Time","Cost"
50,"Carpool",0,3,50,100,230,NA,10,8,8,2,2,6,5,10,2,10,2,1,8,5,8,9,9,1,1,10,3,"10000","20000","10000","10000","13000","10000","13000",20,10,1,1,100,5,40,5,50,75,"60","80","30","  ","  ","  ","  ",38,8,10,9,"10000","30"
50,"Personal",0,3,50,100,230,NA,10,8,8,2,2,6,5,10,2,10,2,1,8,5,8,9,9,1,1,10,3,"10000","20000","10000","10000","13000","10000","13000",20,10,1,1,100,5,40,5,50,75,"60","80","30","  ","  ","  ","  ",38,10,10,8,"10000","60"
50,"TrainBus",0,3,50,100,230,NA,10,8,8,2,2,6,5,10,2,10,2,1,8,5,8,9,9,1,1,10,3,"10000","20000","10000","10000","13000","10000","13000",20,10,1,1,100,5,40,5,50,75,"60","80","30","  ","  ","  ","  ",38,8,2,9,"20000","80"
50,"Taxi",1,3,50,100,230,NA,10,8,8,2,2,6,5,10,2,10,2,1,8,5,8,9,9,1,1,10,3,"10000","20000","10000","10000","13000","10000","13000",20,10,1,1,100,5,40,5,50,75,"60","80","30","  ","  ","  ","  ",38,2,2,1,"10000","  "
51,"Carpool",0,3,52,80,250,240,10,9,10,9,9,9,9,10,5,10,7,5,7,5,10,7,9,8,7,8,7,"10000","13000","11000","13000","14500","13000","14500",10,10,1,1,40,2,25,10,25,40,"40   ","            ","40             ","     ","","","",17,10,10,9,"11000","40             "
51,"Personal",1,3,52,80,250,240,10,9,10,9,9,9,9,10,5,10,7,5,7,5,10,7,9,8,7,8,7,"10000","13000","11000","13000","14500","13000","14500",10,10,1,1,40,2,25,10,25,40,"40   ","            ","40             ","     ","","","",17,10,10,10,"10000","40   "
51,"TrainBus",0,3,52,80,250,240,10,9,10,9,9,9,9,10,5,10,7,5,7,5,10,7,9,8,7,8,7,"10000","13000","11000","13000","14500","13000","14500",10,10,1,1,40,2,25,10,25,40,"40   ","            ","40             ","     ","","","",17,9,5,7,"13000","            "
51,"Taxi",0,3,52,80,250,240,10,9,10,9,9,9,9,10,5,10,7,5,7,5,10,7,9,8,7,8,7,"10000","13000","11000","13000","14500","13000","14500",10,10,1,1,40,2,25,10,25,40,"40   ","            ","40             ","     ","","","",17,9,7,8,"13000","     "
52,"Carpool",0,3,46,100,246,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,7,7,"05000","13000","05000","05000","05000","05000","05000",NA,3,1,1,40,1,25,15,15,30,"15","50","25","50","40","60","50",18,10,10,7,"05000","25"
52,"Personal",1,3,46,100,246,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,7,7,"05000","13000","05000","05000","05000","05000","05000",NA,3,1,1,40,1,25,15,15,30,"15","50","25","50","40","60","50",18,10,10,10,"05000","15"
52,"TrainBus",0,3,46,100,246,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,7,7,"05000","13000","05000","05000","05000","05000","05000",NA,3,1,1,40,1,25,15,15,30,"15","50","25","50","40","60","50",18,10,10,7,"13000","50"
52,"Taxi",0,3,46,100,246,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,6,7,7,"05000","13000","05000","05000","05000","05000","05000",NA,3,1,1,40,1,25,15,15,30,"15","50","25","50","40","60","50",18,10,10,7,"05000","50"
53,"Carpool",0,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",78,8,8,7,"10000","10"
53,"Personal",1,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",78,8,10,10,"10000","15"
53,"TrainBus",0,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",78,9,7,4,"11300",""
53,"Taxi",0,3,55,94,245,NA,8,9,8,8,8,8,8,10,7,8,7,7,7,7,10,4,7,8,8,7,9,"10000","11300","10000","10000","10000","10000","10000",15,14,1,1,40,4,NA,10,15,20,"15","","10","90","45","","",78,8,7,8,"10000","90"
54,"Carpool",0,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",60,5,7,5,"05000","613"
54,"Personal",1,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",60,4,10,9,"05000","26"
54,"TrainBus",0,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",60,7,5,5,"13000"," "
54,"Taxi",0,3,48,101,250,NA,4,7,5,6,4,5,5,10,5,7,10,4,3,3,9,5,5,4,4,4,4,"05000","13000","05000","05000","05000","05000","05000",5,5,2,1,40,1,25,10,40,60,"26"," ","613","80","2060","80","2060",60,6,10,4,"05000","80"
55,"Carpool",0,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",31,8,9,9,"10000","0"
55,"Personal",0,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",31,10,10,10,"10000","13"
55,"TrainBus",0,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",31,10,9,7,"20000","20"
55,"Taxi",1,3,57,93.2,256,NA,10,10,8,9,9,9,9,10,9,9,9,9,9,9,10,7,9,8,7,9,9,"10000","20000","10000","10000","10000","10000","10000",6,30,1,0,10,5,20,15,14,14,"13","20","0","60","40","70","35",31,9,9,8,"10000","60"
56,"Carpool",1,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",100,8,8,9,"40000","40"
56,"Personal",0,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",100,8,10,10,"40000","60"
56,"TrainBus",0,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",100,10,10,6,"60000","100"
56,"Taxi",0,2,60,90,340,NA,8,10,8,8,8,9,8,10,10,8,7,7,7,7,10,6,9,7,7,8,7,"40000","60000","40000","40000","40000","40000","40000",6,30,3,1,10,6,20,5,60,90,"60","100","40","150","75","150","75",100,8,7,7,"40000","150"
57,"Carpool",1,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",41,10,3,10,"60000","200"
57,"Personal",0,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",41,10,10,10,"60000","200"
57,"TrainBus",0,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",41,10,3,4,"60000","200"
57,"Taxi",0,2,54,90,255,NA,10,10,10,10,10,10,10,10,3,3,3,3,3,3,10,4,10,8,5,9,6,"60000","60000","60000","60000","60000","60000","60000",1,NA,2,0,10,5,20,5,20,40,"200","200","200","200","200","200","200",41,10,3,8,"60000","200"
58,"Carpool",0,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",61,7,8,8,"34500","22.5"
58,"Personal",0,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",61,9,10,9,"34500","        70"
58,"TrainBus",0,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",61,7,6,7,"43000","    70"
58,"Taxi",1,2,55,130,233,NA,9,7,7,6,4,9,3,10,6,8,7,3,5,4,9,7,8,7,6,7,6,"34500","43000","34500","41500","41500","40000","41500",4,40,3,0,10,4,20,5,25,37,"        70","    70","22.5","    ","    ","100","     50",61,6,7,7,"41500","    "
59,"Carpool",1,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",94,10,10,10,"43000","30"
59,"Personal",0,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",94,10,10,10,"43000","40"
59,"TrainBus",0,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",94,10,10,10,"53000","80"
59,"Taxi",0,3,58,94.2,257,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"43000","53000","43000","40000","43000","33000","33000",12,4,3,0,10,5,20,10,20,30,"40","80","30","200","200","180","140",94,10,10,10,"40000","200"
60,"Carpool",1,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",19,9,9,10,"50000","100"
60,"Personal",0,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",19,7,10,10,"50000","200"
60,"TrainBus",0,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",19,8,9,6,"80000","150"
60,"Taxi",0,2,50,100,250,NA,7,8,9,6,6,6,6,10,9,9,6,6,6,6,10,6,10,10,10,9,9,"50000","80000","50000","60000","60000","60000","60000",2,30,2,0,10,1,20,5,20,40,"200","150","100","300","250","250","125",19,6,6,10,"60000","300"
61,"Carpool",0,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",61,8,8,7,"50000","40"
61,"Personal",1,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",61,10,10,9,"40000","70"
61,"TrainBus",0,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",61,7,6,5,"50000","60"
61,"Taxi",0,2,40,110,170,NA,10,7,8,2,2,5,5,10,6,8,2,2,2,2,9,5,7,2,4,5,5,"40000","50000","50000","33000","33030","33000","33000",6,18,2,0,10,3,20,15,35,70,"70","60","40","400","400","200","200",61,2,2,2,"33000","400"
62,"Carpool",0,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",48,9,3,5,"34010","20"
62,"Personal",0,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",48,10,10,10,"33030","30"
62,"TrainBus",0,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",48,10,1,1,"60001","70"
62,"Taxi",1,2,60,100,250,NA,10,10,9,8,7,9,9,10,1,3,7,3,8,3,10,1,5,5,1,5,1,"33030","60001","34010","41030","41130","40002","40100",3,30,2,0,10,1,20,5,30,45,"30","70","20","300","60","350","50",48,8,7,5,"41030","300"
63,"Carpool",0,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",47,9,7,8,"05700","0"
63,"Personal",0,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",47,8,9,9,"05000","10"
63,"TrainBus",0,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",47,8,5,7,"10000","20"
63,"Taxi",1,3,57.7,94,257.1,NA,8,8,9,7,6,7,7,9,5,7,7,6,7,7,9,7,8,7,6,8,8,"05000","10000","05700","10000","05500","05500","05500",12,30,2,0,10,5,20,15,45,80,"10","20","0","70","57","120","60",47,7,7,7,"10000","70"
64,"Carpool",0,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",90,9,5,8,"10000","40"
64,"Personal",1,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",90,9,10,10,"10000","60"
64,"TrainBus",0,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",90,9,5,3,"12000","80"
64,"Taxi",0,3,50,97,262,NA,9,9,9,9,9,9,9,10,5,5,5,5,5,5,10,3,8,8,8,9,8,"10000","12000","10000","11000","11000","11000","11000",5,3,1,1,40,2,40,5,NA,NA,"60","80","40","60","60","60","60",90,9,5,8,"11000","60"
65,"Carpool",0,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",33,8,6,7,"10000","10"
65,"Personal",1,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",33,9,10,9,"10000","25"
65,"TrainBus",0,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",33,7,5,7,"10000","20"
65,"Taxi",0,3,60,120,270,NA,9,7,8,6,6,5,5,10,5,6,7,5,6,5,9,7,7,7,7,7,7,"10000","10000","10000","10000","10000","10000","10000",2,5,2,1,40,1,40,10,20,40,"25","20","10","75","50","75","50",33,6,7,7,"10000","75"
66,"Carpool",0,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",36,9,8,9,"30000","50"
66,"Personal",0,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",36,3,10,8,"33000","100"
66,"TrainBus",1,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",36,7,4,7,"40000","20"
66,"Taxi",0,2,10,10,200,NA,3,7,9,8,8,8,8,10,4,8,6,6,5,5,8,7,9,9,10,10,10,"33000","40000","30000","30000","31500","33000","33000",10,6,1,1,10,2,25,10,20,30,"100","20","50","200","100","300","150",36,8,6,9,"30000","200"
67,"Carpool",0,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",24,7,6,9,"13000","20"
67,"Personal",1,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",24,8,10,10,"13000","30"
67,"TrainBus",0,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",24,9,6,7,"20000",""
67,"Taxi",0,1,65,95,250,NA,8,9,7,6,7,7,7,10,6,6,7,6,7,7,10,7,9,8,7,8,9,"13000","20000","13000","20000","20000","20000","20000",12,6,2,1,100,3,65,50,30,30,"30","","20","60","40","80","60",24,6,7,8,"20000","60"
68,"Carpool",0,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",13,8,10,10,"50000","50"
68,"Personal",0,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",13,8,10,10,"50000","100"
68,"TrainBus",0,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",13,8,10,10,"70000","500"
68,"Taxi",1,2,55,95,260,NA,8,8,8,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"50000","70000","50000","70000","80000","70000","70000",3,4,1,0,10,4,20,10,20,35,"100","500","50","50","50","50","50",13,10,10,10,"70000","50"
69,"Carpool",0,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",43,9,6,7,"10000","40"
69,"Personal",1,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",43,10,10,10,"04000","20"
69,"TrainBus",0,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",43,9,7,8,"04500","40"
69,"Taxi",0,3,40,90,300,NA,10,9,9,5,4,6,5,10,7,6,3,3,5,4,10,8,7,5,4,6,6,"04000","04500","10000","04000","04000","04000","04000",5,7,2,1,10,2,65,10,35,50,"20","40","40","40","40","","",43,5,3,5,"04000","40"
70,"Carpool",1,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",83,6,7,7,"",""
70,"Personal",0,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",83,7,10,3,"",""
70,"TrainBus",0,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",83,10,3,7,"",""
70,"Taxi",0,3,55,95,260,NA,7,10,6,7,6,6,5,10,3,7,4,2,4,2,3,7,7,6,4,9,7,"","","","","","","",8,5,1,0,40,2,25,50,25,25,"","","","","","","",83,7,4,6,"",""
71,"Carpool",0,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",55,9,7,9,"00000",""
71,"Personal",1,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",55,7,9,9,"13000",""
71,"TrainBus",0,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",55,10,10,6,"00000",""
71,"Taxi",0,3,65,70,180,NA,7,10,9,9,9,5,5,9,10,7,9,8,1,1,9,6,9,1,9,1,1,"13000","00000","00000","","","","",10,5,3,1,40,2,40,50,25,25,"","","","","","","",55,9,9,1,"",""
72,"Carpool",0,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",6,6,3,6,"10000",""
72,"Personal",0,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",6,9,1,6,"10000",""
72,"TrainBus",0,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",6,5,3,6,"20000",""
72,"Taxi",1,3,65,150,400,NA,9,5,6,6,5,5,5,1,3,3,6,6,5,4,6,6,6,6,6,6,6,"10000","20000","10000","11500","11500","","",4,15,1,0,10,4,20,10,60,125,"","","","","","","",6,6,6,6,"11500",""
73,"Carpool",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",70,5,3,4,"02500",""
73,"Personal",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",70,5,10,10,"02500",""
73,"TrainBus",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",70,7,3,6,"00800",""
73,"Taxi",1,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",70,6,5,6,"02500",""
74,"Carpool",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",57,5,3,4,"02500",""
74,"Personal",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",57,5,10,10,"02500",""
74,"TrainBus",0,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",57,7,3,6,"00800",""
74,"Taxi",1,1,115,15,170,NA,5,7,5,6,6,6,6,10,3,3,5,3,2,3,10,6,4,6,4,9,5,"02500","00800","02500","02500","03500","","",4,3,1,0,40,1,40,10,25,30,"","","","","","","",57,6,5,6,"02500",""
